#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
ECFFIKGN_01768,1384056.N787_08910,1.71e-85,275,"COG1216@1|root,COG1216@2|Bacteria,1QP7Y@1224|Proteobacteria,1RR12@1236|Gammaproteobacteria,1X4AI@135614|Xanthomonadales",135614|Xanthomonadales,S,glycosyl transferase family 2,-,-,-,-,-,-,-,-,-,-,-,-,Glycos_transf_2
ECFFIKGN_01769,926564.KI911760_gene4783,1.73e-21,101,"2E01T@1|root,32VQY@2|Bacteria,2IIWX@201174|Actinobacteria",201174|Actinobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_01770,1123073.KB899242_gene1542,6.02e-53,177,"2ASS6@1|root,31I79@2|Bacteria,1QFWH@1224|Proteobacteria,1TD7B@1236|Gammaproteobacteria,1XA9E@135614|Xanthomonadales",135614|Xanthomonadales,S,Polysaccharide deacetylase,-,-,-,-,-,-,-,-,-,-,-,-,Polysacc_deac_1
ECFFIKGN_01772,1122613.ATUP01000001_gene1019,6.650000000000001e-305,899,"COG1629@1|root,COG1629@2|Bacteria,COG4771@2|Bacteria,1MU9K@1224|Proteobacteria,2U0AK@28211|Alphaproteobacteria,43W7X@69657|Hyphomonadaceae",28211|Alphaproteobacteria,P,"COG1629 Outer membrane receptor proteins, mostly Fe transport",-,-,-,ko:K02014,-,-,-,-,"ko00000,ko02000",1.B.14,-,-,"Plug,TonB_dep_Rec"
ECFFIKGN_01773,631362.Thi970DRAFT_02862,2.26e-79,248,"COG0457@1|root,COG0457@2|Bacteria,1NEP9@1224|Proteobacteria,1SED7@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,PFAM sulfotransferase,-,-,-,-,-,-,-,-,-,-,-,-,Sulfotransfer_3
ECFFIKGN_01774,1417296.U879_16585,3.36e-19,94.7,"COG4424@1|root,COG4424@2|Bacteria,1QGYC@1224|Proteobacteria,2TRKU@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,Sulfotransferase,-,-,-,-,-,-,-,-,-,-,-,-,Sulfotransfer_2
ECFFIKGN_01775,926556.Echvi_2921,8.389999999999999e-103,306,"COG2133@1|root,COG2133@2|Bacteria,4NGMS@976|Bacteroidetes,47KFU@768503|Cytophagia",976|Bacteroidetes,G,Domain of Unknown Function (DUF1080),-,-,-,-,-,-,-,-,-,-,-,-,DUF1080
ECFFIKGN_01776,397278.JOJN01000003_gene1765,3.2000000000000003e-23,99,"COG1595@1|root,COG1595@2|Bacteria,2GJMX@201174|Actinobacteria,4DUU0@85009|Propionibacteriales",201174|Actinobacteria,K,Sigma-70 region 2,sigM,"GO:0001101,GO:0005575,GO:0005623,GO:0005886,GO:0006355,GO:0008150,GO:0009410,GO:0009415,GO:0009628,GO:0009889,GO:0009891,GO:0009893,GO:0010035,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016020,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0042221,GO:0044464,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:1901700,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141",-,ko:K03088,-,-,-,-,"ko00000,ko03021",-,-,-,"Sigma70_r2,Sigma70_r4_2"
ECFFIKGN_01777,766499.C357_21580,1e-4,50.4,"COG5343@1|root,COG5343@2|Bacteria,1N821@1224|Proteobacteria,2UF3V@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,Protein conserved in bacteria,-,-,-,-,-,-,-,-,-,-,-,-,RskA
ECFFIKGN_01778,1267535.KB906767_gene3093,4.13e-12,74.7,"COG1413@1|root,COG1413@2|Bacteria",2|Bacteria,C,deoxyhypusine monooxygenase activity,-,-,-,-,-,-,-,-,-,-,-,-,"HEAT_2,HEAT_PBS"
ECFFIKGN_01780,264462.Bd3606,4.8299999999999997e-60,206,"COG0729@1|root,COG0729@2|Bacteria,1PJVR@1224|Proteobacteria,42XZQ@68525|delta/epsilon subdivisions,2MUI4@213481|Bdellovibrionales,2WTEF@28221|Deltaproteobacteria",213481|Bdellovibrionales,M,Surface antigen,-,-,-,-,-,-,-,-,-,-,-,-,Bac_surface_Ag
ECFFIKGN_01781,1121921.KB898710_gene480,3.34e-53,191,"COG2311@1|root,COG2311@2|Bacteria,1RI24@1224|Proteobacteria,1RVYG@1236|Gammaproteobacteria,2PP1G@256005|Alteromonadales genera incertae sedis",1236|Gammaproteobacteria,S,Protein of unknown function (DUF418),-,-,-,ko:K07148,-,-,-,-,ko00000,-,-,-,DUF418
ECFFIKGN_01782,861299.J421_0628,4.0599999999999996e-99,339,"COG0457@1|root,COG0515@1|root,COG0457@2|Bacteria,COG0515@2|Bacteria,1ZUHA@142182|Gemmatimonadetes",861299.J421_0628|-,KLT,Tetratricopeptide repeat,-,-,2.7.11.1,ko:K12132,-,-,-,-,"ko00000,ko01000,ko01001",-,-,-,-
ECFFIKGN_01783,1340493.JNIF01000004_gene282,1.43e-14,72,"COG1595@1|root,COG1595@2|Bacteria",2|Bacteria,K,"DNA-templated transcription, initiation",-,-,-,ko:K02405,"ko02020,ko02025,ko02026,ko02040,ko05111,map02020,map02025,map02026,map02040,map05111",-,-,-,"ko00000,ko00001,ko02035,ko03021",-,-,-,Sigma70_ECF
ECFFIKGN_01784,314285.KT71_02627,2.47e-11,70.9,"COG5616@1|root,COG5616@2|Bacteria,1NSKC@1224|Proteobacteria,1S0KQ@1236|Gammaproteobacteria,1J82F@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,S,cAMP biosynthetic process,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_01785,1123399.AQVE01000026_gene2986,1.67e-139,409,"COG1304@1|root,COG1304@2|Bacteria,1MUEZ@1224|Proteobacteria,1RPA1@1236|Gammaproteobacteria,46058@72273|Thiotrichales",72273|Thiotrichales,C,FMN-dependent dehydrogenase,lldD,-,1.1.2.3,ko:K00101,"ko00620,ko01100,map00620,map01100",-,R00196,RC00044,"ko00000,ko00001,ko01000",-,-,-,FMN_dh
ECFFIKGN_01786,1385515.N791_14420,1.11e-81,265,"COG1524@1|root,COG1524@2|Bacteria,1N5SF@1224|Proteobacteria,1RS7W@1236|Gammaproteobacteria,1X350@135614|Xanthomonadales",135614|Xanthomonadales,S,proteins of the AP superfamily,-,-,-,-,-,-,-,-,-,-,-,-,Phosphodiest
ECFFIKGN_01787,1122176.KB903537_gene1649,4.53e-136,400,"COG1680@1|root,COG1680@2|Bacteria,4NHJN@976|Bacteroidetes,1IW76@117747|Sphingobacteriia",976|Bacteroidetes,V,Beta-lactamase,-,-,-,-,-,-,-,-,-,-,-,-,Beta-lactamase
ECFFIKGN_01788,582402.Hbal_3123,3.85e-61,203,"COG0652@1|root,COG0652@2|Bacteria,1QCY4@1224|Proteobacteria,2U56N@28211|Alphaproteobacteria,43XD7@69657|Hyphomonadaceae",28211|Alphaproteobacteria,M,Peptidyl-prolyl cis-trans isomerase,-,-,5.2.1.8,ko:K01802,-,-,-,-,"ko00000,ko01000",-,-,-,Pro_isomerase
ECFFIKGN_01789,1260251.SPISAL_01235,2.71e-33,120,"2CJPW@1|root,32SAH@2|Bacteria,1NAJ3@1224|Proteobacteria,1SAPE@1236|Gammaproteobacteria",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_01790,400682.PAC_15705452,5.85e-66,211,"COG0412@1|root,2S55Z@2759|Eukaryota,3A6UK@33154|Opisthokonta,3BT1G@33208|Metazoa",33208|Metazoa,Q,hydrolase activity,-,-,-,-,-,-,-,-,-,-,-,-,DLH
ECFFIKGN_01791,523791.Kkor_1495,3.4099999999999992e-279,789,"COG1505@1|root,COG1505@2|Bacteria,1NZ7N@1224|Proteobacteria,1T1KJ@1236|Gammaproteobacteria,1XJN3@135619|Oceanospirillales",135619|Oceanospirillales,E,prolyl oligopeptidase,-,-,3.4.21.26,ko:K01322,"ko04614,map04614",-,-,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,"Peptidase_S9,Peptidase_S9_N"
ECFFIKGN_01792,326297.Sama_2179,5.69e-42,142,"COG0346@1|root,COG0346@2|Bacteria,1N08M@1224|Proteobacteria,1SBEZ@1236|Gammaproteobacteria,2QC5U@267890|Shewanellaceae",1236|Gammaproteobacteria,E,COG0346 Lactoylglutathione lyase and related lyases,-,-,-,-,-,-,-,-,-,-,-,-,Glyoxalase
ECFFIKGN_01793,1134474.O59_002589,3.81e-9,55.5,"COG2900@1|root,COG2900@2|Bacteria,1NGFM@1224|Proteobacteria,1SGAM@1236|Gammaproteobacteria,1FHP4@10|Cellvibrio",1236|Gammaproteobacteria,S,SlyX,slyX,-,-,ko:K03745,-,-,-,-,ko00000,-,-,-,SlyX
ECFFIKGN_01794,243365.CV_1007,6.31e-147,424,"COG2334@1|root,COG2334@2|Bacteria,1MU2Q@1224|Proteobacteria,2VI9A@28216|Betaproteobacteria,2KQPE@206351|Neisseriales",206351|Neisseriales,F,A protein kinase that phosphorylates Ser and Thr residues. Probably acts to suppress the effects of stress linked to accumulation of reactive oxygen species. Probably involved in the extracytoplasmic stress response,srkA,-,-,-,-,-,-,-,-,-,-,-,APH
ECFFIKGN_01795,314345.SPV1_03033,1.32e-126,368,"COG1432@1|root,COG1432@2|Bacteria,1MX5C@1224|Proteobacteria",1224|Proteobacteria,T,OST-HTH/LOTUS domain,-,-,-,-,-,-,-,-,-,-,-,-,"NYN,OST-HTH"
ECFFIKGN_01796,1120963.KB894515_gene348,1.75e-129,378,"COG0115@1|root,COG0115@2|Bacteria,1MVB0@1224|Proteobacteria,1RP6Z@1236|Gammaproteobacteria,2PZVH@267888|Pseudoalteromonadaceae",1236|Gammaproteobacteria,E,Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family,ilvE,"GO:0003674,GO:0003824,GO:0004084,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006531,GO:0006532,GO:0006551,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009081,GO:0009082,GO:0009098,GO:0009099,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0019752,GO:0042802,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",2.6.1.42,ko:K00826,"ko00270,ko00280,ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00270,map00280,map00290,map00770,map01100,map01110,map01130,map01210,map01230","M00019,M00036,M00119,M00570","R01090,R01214,R02199,R10991","RC00006,RC00036","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,"iB21_1397.B21_03597,iECBD_1354.ECBD_4269,iECB_1328.ECB_03648,iECD_1391.ECD_03648,iECO103_1326.ECO103_4394",Aminotran_4
ECFFIKGN_01797,1030157.AFMP01000051_gene316,1.2699999999999998e-35,130,"COG3832@1|root,COG3832@2|Bacteria,1N2PR@1224|Proteobacteria,2VGJB@28211|Alphaproteobacteria,2KE45@204457|Sphingomonadales",204457|Sphingomonadales,J,glyoxalase III activity,-,-,-,-,-,-,-,-,-,-,-,-,Polyketide_cyc2
ECFFIKGN_01798,1298865.H978DRAFT_3740,2.94e-22,92.4,"COG3474@1|root,COG3474@2|Bacteria,1QZ7V@1224|Proteobacteria,1T412@1236|Gammaproteobacteria,468T7@72275|Alteromonadaceae",1236|Gammaproteobacteria,C,cytochrome,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_01799,1283300.ATXB01000002_gene2988,4.62e-205,580,"COG2041@1|root,COG2041@2|Bacteria,1MX9E@1224|Proteobacteria,1RP2M@1236|Gammaproteobacteria,1XGME@135618|Methylococcales",135618|Methylococcales,S,Mo-co oxidoreductase dimerisation domain,-,-,-,ko:K17225,"ko00920,ko01100,ko01120,map00920,map01100,map01120",M00595,R10151,"RC03151,RC03152","ko00000,ko00001,ko00002",-,-,-,"Mo-co_dimer,Oxidored_molyb"
ECFFIKGN_01800,1122134.KB893651_gene1922,1.0999999999999996e-248,693,"COG0624@1|root,COG0624@2|Bacteria,1MW20@1224|Proteobacteria,1RPN7@1236|Gammaproteobacteria,1XR0E@135619|Oceanospirillales",135619|Oceanospirillales,E,Peptidase dimerisation domain,-,-,-,-,-,-,-,-,-,-,-,-,"M20_dimer,Peptidase_M20"
ECFFIKGN_01801,1123253.AUBD01000009_gene2225,3.0499999999999996e-211,601,"COG3104@1|root,COG3104@2|Bacteria,1MW6W@1224|Proteobacteria,1RM8P@1236|Gammaproteobacteria,1X3CQ@135614|Xanthomonadales",135614|Xanthomonadales,E,Transporter,yhiP,-,-,ko:K03305,-,-,-,-,ko00000,2.A.17,-,-,PTR2
ECFFIKGN_01803,713586.KB900536_gene931,1.09e-62,204,"COG1651@1|root,COG1651@2|Bacteria,1RD39@1224|Proteobacteria,1S3U8@1236|Gammaproteobacteria,1WXSE@135613|Chromatiales",135613|Chromatiales,O,Required for disulfide bond formation in some periplasmic proteins. Acts by transferring its disulfide bond to other proteins and is reduced in the process,-,-,5.3.4.1,ko:K03981,-,-,-,-,"ko00000,ko01000,ko02044,ko03110",3.A.7.11.1,-,-,"DsbC_N,Thioredoxin_2"
ECFFIKGN_01804,187272.Mlg_1488,4.3100000000000004e-122,359,"COG4974@1|root,COG4974@2|Bacteria,1MVNF@1224|Proteobacteria,1RPI8@1236|Gammaproteobacteria,1WW40@135613|Chromatiales",135613|Chromatiales,L,TIGRFAM Tyrosine recombinase XerD,xerD,-,-,ko:K04763,-,-,-,-,"ko00000,ko03036",-,-,-,"Phage_int_SAM_1,Phage_integrase"
ECFFIKGN_01805,391615.ABSJ01000017_gene1674,4.5899999999999995e-54,192,"COG0457@1|root,COG0457@2|Bacteria,1MVCA@1224|Proteobacteria,1RS02@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,COG0457 FOG TPR repeat,-,-,-,-,-,-,-,-,-,-,-,-,"ANAPC3,TPR_16,TPR_8"
ECFFIKGN_01806,523791.Kkor_1940,1.2300000000000001e-36,134,"COG0810@1|root,COG0810@2|Bacteria,1PEDH@1224|Proteobacteria,1RRNT@1236|Gammaproteobacteria,1XMCM@135619|Oceanospirillales",135619|Oceanospirillales,U,"Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins",-,-,-,ko:K03832,-,-,-,-,"ko00000,ko02000",2.C.1.1,-,-,TonB_C
ECFFIKGN_01807,472759.Nhal_3758,9.65e-44,147,"COG0848@1|root,COG0848@2|Bacteria,1RI4M@1224|Proteobacteria,1S4GX@1236|Gammaproteobacteria,1X2G7@135613|Chromatiales",135613|Chromatiales,U,PFAM Biopolymer transport protein ExbD TolR,-,-,-,ko:K03559,-,-,-,-,"ko00000,ko02000",1.A.30.2.1,-,-,ExbD
ECFFIKGN_01808,1120953.AUBH01000003_gene1975,1.75e-58,187,"COG0811@1|root,COG0811@2|Bacteria,1MX60@1224|Proteobacteria,1RRX1@1236|Gammaproteobacteria,464H6@72275|Alteromonadaceae",1236|Gammaproteobacteria,U,COG0811 Biopolymer transport proteins,exbB2,-,-,ko:K03561,-,-,-,-,"ko00000,ko02000",1.A.30.2.1,-,-,MotA_ExbB
ECFFIKGN_01809,414684.RC1_0800,5.03e-128,385,"COG0811@1|root,COG0811@2|Bacteria,1MX5J@1224|Proteobacteria,2TU50@28211|Alphaproteobacteria,2JSBB@204441|Rhodospirillales",204441|Rhodospirillales,U,MotA TolQ ExbB proton channel,-,-,-,ko:K03561,-,-,-,-,"ko00000,ko02000",1.A.30.2.1,-,-,MotA_ExbB
ECFFIKGN_01810,1219076.N646_2358,7.48e-62,202,"COG1196@1|root,COG1196@2|Bacteria,1NGHR@1224|Proteobacteria,1RQW7@1236|Gammaproteobacteria,1XU9S@135623|Vibrionales",135623|Vibrionales,D,Protein of unknown function (DUF3450),-,-,-,-,-,-,-,-,-,-,-,-,DUF3450
ECFFIKGN_01811,1469245.JFBG01000061_gene2287,1.0800000000000001e-27,108,"COG1714@1|root,COG1714@2|Bacteria,1N7R6@1224|Proteobacteria",1224|Proteobacteria,S,membrane protein domain,-,-,-,-,-,-,-,-,-,-,-,-,RDD
ECFFIKGN_01812,1234364.AMSF01000095_gene2585,2.3e-60,205,"COG0795@1|root,COG0795@2|Bacteria,1MVW3@1224|Proteobacteria,1RM8H@1236|Gammaproteobacteria,1X3ZW@135614|Xanthomonadales",135614|Xanthomonadales,S,overlaps another CDS with the same product name,-,-,-,ko:K11720,"ko02010,map02010",M00320,-,-,"ko00000,ko00001,ko00002,ko02000",1.B.42.1,-,-,YjgP_YjgQ
ECFFIKGN_01813,519989.ECTPHS_04935,4.97e-69,228,"COG0795@1|root,COG0795@2|Bacteria,1MUF2@1224|Proteobacteria,1RMN5@1236|Gammaproteobacteria,1WWGT@135613|Chromatiales",135613|Chromatiales,S,Permease YjgP YjgQ family,-,-,-,ko:K07091,"ko02010,map02010",M00320,-,-,"ko00000,ko00001,ko00002,ko02000",1.B.42.1,-,-,YjgP_YjgQ
ECFFIKGN_01814,1384054.N790_07590,2.2899999999999996e-174,506,"COG0260@1|root,COG0260@2|Bacteria,1MUF9@1224|Proteobacteria,1RNM1@1236|Gammaproteobacteria,1X38B@135614|Xanthomonadales",135614|Xanthomonadales,E,Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides,pepA,-,3.4.11.1,ko:K01255,"ko00480,ko01100,map00480,map01100",-,"R00899,R04951","RC00096,RC00141","ko00000,ko00001,ko01000,ko01002",-,-,-,"Peptidase_M17,Peptidase_M17_N"
ECFFIKGN_01815,658187.LDG_8647,1.3e-19,86.3,"COG2927@1|root,COG2927@2|Bacteria,1MZ3V@1224|Proteobacteria,1S94K@1236|Gammaproteobacteria,1JEF5@118969|Legionellales",118969|Legionellales,L,"DNA polymerase III, chi subunit",holC,-,2.7.7.7,ko:K02339,"ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440",M00260,"R00375,R00376,R00377,R00378",RC02795,"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400",-,-,-,DNA_pol3_chi
ECFFIKGN_01817,1123253.AUBD01000002_gene1149,3.1199999999999994e-112,330,"COG0500@1|root,COG2226@2|Bacteria,1MX8I@1224|Proteobacteria,1RMAU@1236|Gammaproteobacteria,1X4GY@135614|Xanthomonadales",135614|Xanthomonadales,H,"Methyltransferase required for the conversion of demethylmenaquinol (DMKH2) to menaquinol (MKH2) and the conversion of 2-polyprenyl-6-methoxy-1,4-benzoquinol (DDMQH2) to 2- polyprenyl-3-methyl-6-methoxy-1,4-benzoquinol (DMQH2)",ubiE,-,"2.1.1.163,2.1.1.201",ko:K03183,"ko00130,ko01100,ko01110,map00130,map01100,map01110","M00116,M00117","R04990,R04993,R06859,R08774,R09736","RC00003,RC01253,RC01662","ko00000,ko00001,ko00002,ko01000",-,-,-,Ubie_methyltran
ECFFIKGN_01818,765914.ThisiDRAFT_2397,5.59e-217,610,"COG1220@1|root,COG1220@2|Bacteria,1MVK9@1224|Proteobacteria,1RMYV@1236|Gammaproteobacteria,1WWCI@135613|Chromatiales",135613|Chromatiales,O,this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis,hslU,-,-,ko:K03667,-,-,-,-,"ko00000,ko03110",-,-,-,"AAA_2,ClpB_D2-small"
ECFFIKGN_01819,1408444.JHYC01000011_gene992,1.03e-95,282,"COG5405@1|root,COG5405@2|Bacteria,1MVF2@1224|Proteobacteria,1RP7P@1236|Gammaproteobacteria,1JDWB@118969|Legionellales",118969|Legionellales,O,Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery,hslV,-,3.4.25.2,ko:K01419,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,Proteasome
ECFFIKGN_01820,1122137.AQXF01000001_gene3045,8.97e-16,80.1,"28U6D@1|root,2ZGC4@2|Bacteria,1P7GV@1224|Proteobacteria",1224|Proteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_01821,1114970.PSF113_1477,1.3099999999999999e-104,308,"COG0580@1|root,COG0580@2|Bacteria,1MXTJ@1224|Proteobacteria,1RPKU@1236|Gammaproteobacteria,1YP5H@136843|Pseudomonas fluorescens group",1236|Gammaproteobacteria,G,Channel that permits osmotically driven movement of water in both directions. It is involved in the osmoregulation and in the maintenance of cell turgor during volume expansion in rapidly growing cells. It mediates rapid entry or exit of water in response to abrupt changes in osmolarity,aqpZ,"GO:0003674,GO:0005215,GO:0005372,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006833,GO:0006884,GO:0006950,GO:0006970,GO:0008150,GO:0008361,GO:0009628,GO:0009987,GO:0009992,GO:0015250,GO:0015267,GO:0015318,GO:0016020,GO:0016021,GO:0016043,GO:0019725,GO:0022803,GO:0022838,GO:0022857,GO:0030104,GO:0031224,GO:0031226,GO:0032535,GO:0042044,GO:0042592,GO:0042802,GO:0044425,GO:0044459,GO:0044464,GO:0048878,GO:0050896,GO:0051179,GO:0051234,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:0090066",-,ko:K06188,-,-,-,-,"ko00000,ko02000",1.A.8,-,-,MIP
ECFFIKGN_01822,187272.Mlg_0063,4.54e-111,330,"COG4973@1|root,COG4973@2|Bacteria,1MUJJ@1224|Proteobacteria,1RMJG@1236|Gammaproteobacteria,1WW4W@135613|Chromatiales",135613|Chromatiales,L,Belongs to the 'phage' integrase family. XerC subfamily,xerC,-,-,ko:K03733,-,-,-,-,"ko00000,ko03036",-,-,-,"Phage_int_SAM_1,Phage_integrase"
ECFFIKGN_01823,1385517.N800_09795,6.31e-40,144,"COG3159@1|root,COG3159@2|Bacteria,1R4BP@1224|Proteobacteria,1S953@1236|Gammaproteobacteria,1X35M@135614|Xanthomonadales",135614|Xanthomonadales,S,protein conserved in bacteria,-,-,-,ko:K09921,-,-,-,-,ko00000,-,-,-,DUF484
ECFFIKGN_01824,743721.Psesu_0251,1.31e-78,246,"COG0253@1|root,COG0253@2|Bacteria,1MWDH@1224|Proteobacteria,1RMGV@1236|Gammaproteobacteria,1X4YZ@135614|Xanthomonadales",135614|Xanthomonadales,E,"Catalyzes the stereoinversion of LL-2,6- diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso- DAP), a precursor of L-lysine and an essential component of the bacterial peptidoglycan",dapF,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008837,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016853,GO:0016854,GO:0016855,GO:0019752,GO:0036361,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0047661,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",5.1.1.7,ko:K01778,"ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230","M00016,M00525,M00527",R02735,RC00302,"ko00000,ko00001,ko00002,ko01000",-,-,-,DAP_epimerase
ECFFIKGN_01826,1234364.AMSF01000025_gene3711,4.2100000000000005e-86,261,"COG0400@1|root,COG0400@2|Bacteria,1RA02@1224|Proteobacteria,1S24F@1236|Gammaproteobacteria,1X4YF@135614|Xanthomonadales",135614|Xanthomonadales,S,Carboxylesterase,-,-,-,ko:K06999,-,-,-,-,ko00000,-,-,-,Abhydrolase_2
ECFFIKGN_01827,314278.NB231_11104,2.85e-63,211,"COG2972@1|root,COG2972@2|Bacteria,1MXVQ@1224|Proteobacteria,1RQDA@1236|Gammaproteobacteria,1WYMY@135613|Chromatiales",135613|Chromatiales,T,Histidine kinase,-,-,2.7.13.3,ko:K08082,"ko02020,map02020",M00493,-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko02022",-,-,-,His_kinase
ECFFIKGN_01828,1234364.AMSF01000025_gene3709,4.26e-60,196,"COG3279@1|root,COG3279@2|Bacteria,1MUE8@1224|Proteobacteria,1RMJJ@1236|Gammaproteobacteria,1X3HP@135614|Xanthomonadales",135614|Xanthomonadales,KT,Response regulator of the LytR AlgR family,-,-,-,ko:K08083,"ko02020,map02020",M00493,-,-,"ko00000,ko00001,ko00002,ko02022",-,-,-,"LytTR,Response_reg"
ECFFIKGN_01829,243277.VC_0120,3.1999999999999992e-108,324,"COG0181@1|root,COG0181@2|Bacteria,1MU56@1224|Proteobacteria,1RMQ8@1236|Gammaproteobacteria,1XSM4@135623|Vibrionales",135623|Vibrionales,H,Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps,hemC,"GO:0003674,GO:0003824,GO:0004418,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016740,GO:0016765,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.5.1.61,ko:K01749,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R00084,RC02317,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Porphobil_deam,Porphobil_deamC"
ECFFIKGN_01830,590409.Dd586_3877,6.76e-13,73.9,"COG1587@1|root,COG1587@2|Bacteria,1MWZD@1224|Proteobacteria,1RM9K@1236|Gammaproteobacteria,2JD93@204037|Dickeya",1236|Gammaproteobacteria,H,PFAM Uroporphyrinogen III synthase HEM4,hemD,"GO:0003674,GO:0003824,GO:0004852,GO:0006725,GO:0006778,GO:0006779,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046483,GO:0046501,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",4.2.1.75,ko:K01719,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R03165,RC01861,"ko00000,ko00001,ko00002,ko01000",-,-,"iJN746.PP_0187,iSBO_1134.SBO_3815",HEM4
